,IMAGE PATH,IMAGE NAME,LABEL,GENDER,MAPPED LABELS
1659,../data/NistFormatted/f1660_08.png,f1660_08.png,A,M,0
955,../data/NistFormatted/f0956_09.png,f0956_09.png,L,M,1
3894,../data/NistFormatted/s1895_02.png,s1895_02.png,L,M,1
3895,../data/NistFormatted/s1896_02.png,s1896_02.png,W,M,4
758,../data/NistFormatted/f0759_03.png,f0759_03.png,T,F,3
3486,../data/NistFormatted/s1487_04.png,s1487_04.png,A,M,0
1097,../data/NistFormatted/f1098_02.png,f1098_02.png,T,M,3
2294,../data/NistFormatted/s0295_07.png,s0295_07.png,T,M,3
2793,../data/NistFormatted/s0794_03.png,s0794_03.png,A,F,0
2027,../data/NistFormatted/s0028_08.png,s0028_08.png,T,F,3
455,../data/NistFormatted/f0456_06.png,f0456_06.png,T,M,3
2814,../data/NistFormatted/s0815_07.png,s0815_07.png,L,M,1
1707,../data/NistFormatted/f1708_07.png,f1708_07.png,W,M,4
3051,../data/NistFormatted/s1052_07.png,s1052_07.png,A,M,0
2078,../data/NistFormatted/s0079_05.png,s0079_05.png,A,M,0
3201,../data/NistFormatted/s1202_09.png,s1202_09.png,L,F,1
3855,../data/NistFormatted/s1856_06.png,s1856_06.png,L,F,1
3967,../data/NistFormatted/s1968_08.png,s1968_08.png,L,M,1
2366,../data/NistFormatted/s0367_08.png,s0367_08.png,T,M,3
234,../data/NistFormatted/f0235_01.png,f0235_01.png,R,M,2
531,../data/NistFormatted/f0532_02.png,f0532_02.png,A,F,0
1842,../data/NistFormatted/f1843_10.png,f1843_10.png,T,F,3
2450,../data/NistFormatted/s0451_10.png,s0451_10.png,L,M,1
2653,../data/NistFormatted/s0654_07.png,s0654_07.png,T,M,3
1766,../data/NistFormatted/f1767_09.png,f1767_09.png,T,M,3
3693,../data/NistFormatted/s1694_03.png,s1694_03.png,W,M,4
2661,../data/NistFormatted/s0662_06.png,s0662_06.png,W,M,4
3295,../data/NistFormatted/s1296_07.png,s1296_07.png,A,F,0
560,../data/NistFormatted/f0561_08.png,f0561_08.png,T,M,3
1359,../data/NistFormatted/f1360_02.png,f1360_02.png,T,M,3
2145,../data/NistFormatted/s0146_08.png,s0146_08.png,T,M,3
668,../data/NistFormatted/f0669_01.png,f0669_01.png,R,M,2
2286,../data/NistFormatted/s0287_07.png,s0287_07.png,T,M,3
1046,../data/NistFormatted/f1047_01.png,f1047_01.png,W,M,4
3995,../data/NistFormatted/s1996_04.png,s1996_04.png,W,M,4
188,../data/NistFormatted/f0189_09.png,f0189_09.png,A,M,0
1756,../data/NistFormatted/f1757_08.png,f1757_08.png,R,M,2
629,../data/NistFormatted/f0630_05.png,f0630_05.png,R,M,2
1109,../data/NistFormatted/f1110_01.png,f1110_01.png,R,M,2
96,../data/NistFormatted/f0097_06.png,f0097_06.png,A,M,0
887,../data/NistFormatted/f0888_10.png,f0888_10.png,L,F,1
289,../data/NistFormatted/f0290_02.png,f0290_02.png,R,M,2
113,../data/NistFormatted/f0114_05.png,f0114_05.png,R,M,2
3944,../data/NistFormatted/s1945_10.png,s1945_10.png,T,M,3
3150,../data/NistFormatted/s1151_07.png,s1151_07.png,W,M,4
2979,../data/NistFormatted/s0980_06.png,s0980_06.png,L,M,1
2141,../data/NistFormatted/s0142_06.png,s0142_06.png,L,M,1
3701,../data/NistFormatted/s1702_03.png,s1702_03.png,T,M,3
210,../data/NistFormatted/f0211_09.png,f0211_09.png,L,F,1
2324,../data/NistFormatted/s0325_06.png,s0325_06.png,A,F,0
325,../data/NistFormatted/f0326_07.png,f0326_07.png,A,M,0
274,../data/NistFormatted/f0275_02.png,f0275_02.png,T,M,3
1806,../data/NistFormatted/f1807_10.png,f1807_10.png,W,F,4
3891,../data/NistFormatted/s1892_04.png,s1892_04.png,W,M,4
1768,../data/NistFormatted/f1769_07.png,f1769_07.png,T,M,3
2623,../data/NistFormatted/s0624_03.png,s0624_03.png,T,F,3
3680,../data/NistFormatted/s1681_10.png,s1681_10.png,W,M,4
2051,../data/NistFormatted/s0052_08.png,s0052_08.png,L,M,1
3254,../data/NistFormatted/s1255_07.png,s1255_07.png,T,M,3
2281,../data/NistFormatted/s0282_03.png,s0282_03.png,T,F,3
514,../data/NistFormatted/f0515_07.png,f0515_07.png,T,M,3
3752,../data/NistFormatted/s1753_02.png,s1753_02.png,R,M,2
1133,../data/NistFormatted/f1134_09.png,f1134_09.png,L,M,1
3289,../data/NistFormatted/s1290_10.png,s1290_10.png,W,M,4
777,../data/NistFormatted/f0778_04.png,f0778_04.png,R,M,2
3381,../data/NistFormatted/s1382_08.png,s1382_08.png,L,F,1
50,../data/NistFormatted/f0051_09.png,f0051_09.png,A,F,0
276,../data/NistFormatted/f0277_05.png,f0277_05.png,T,F,3
653,../data/NistFormatted/f0654_07.png,f0654_07.png,T,M,3
742,../data/NistFormatted/f0743_07.png,f0743_07.png,T,M,3
3608,../data/NistFormatted/s1609_07.png,s1609_07.png,T,M,3
3202,../data/NistFormatted/s1203_04.png,s1203_04.png,T,M,3
3902,../data/NistFormatted/s1903_01.png,s1903_01.png,A,M,0
2797,../data/NistFormatted/s0798_06.png,s0798_06.png,A,F,0
1506,../data/NistFormatted/f1507_07.png,f1507_07.png,W,M,4
2425,../data/NistFormatted/s0426_04.png,s0426_04.png,R,F,2
3127,../data/NistFormatted/s1128_10.png,s1128_10.png,L,M,1
2547,../data/NistFormatted/s0548_01.png,s0548_01.png,A,M,0
159,../data/NistFormatted/f0160_08.png,f0160_08.png,T,M,3
2484,../data/NistFormatted/s0485_06.png,s0485_06.png,W,M,4
1723,../data/NistFormatted/f1724_01.png,f1724_01.png,W,M,4
2346,../data/NistFormatted/s0347_02.png,s0347_02.png,T,M,3
2799,../data/NistFormatted/s0800_01.png,s0800_01.png,R,M,2
538,../data/NistFormatted/f0539_02.png,f0539_02.png,T,M,3
3730,../data/NistFormatted/s1731_04.png,s1731_04.png,A,M,0
2898,../data/NistFormatted/s0899_05.png,s0899_05.png,R,M,2
2383,../data/NistFormatted/s0384_09.png,s0384_09.png,L,M,1
223,../data/NistFormatted/f0224_09.png,f0224_09.png,L,M,1
3118,../data/NistFormatted/s1119_02.png,s1119_02.png,T,M,3
960,../data/NistFormatted/f0961_03.png,f0961_03.png,R,M,2
1449,../data/NistFormatted/f1450_09.png,f1450_09.png,W,M,4
3492,../data/NistFormatted/s1493_08.png,s1493_08.png,L,M,1
358,../data/NistFormatted/f0359_03.png,f0359_03.png,R,M,2
2553,../data/NistFormatted/s0554_02.png,s0554_02.png,R,M,2
1819,../data/NistFormatted/f1820_01.png,f1820_01.png,A,F,0
126,../data/NistFormatted/f0127_04.png,f0127_04.png,T,F,3
3441,../data/NistFormatted/s1442_07.png,s1442_07.png,T,M,3
1326,../data/NistFormatted/f1327_08.png,f1327_08.png,T,F,3
3135,../data/NistFormatted/s1136_05.png,s1136_05.png,A,F,0
364,../data/NistFormatted/f0365_07.png,f0365_07.png,L,M,1
3191,../data/NistFormatted/s1192_05.png,s1192_05.png,W,M,4
3672,../data/NistFormatted/s1673_06.png,s1673_06.png,W,M,4
1805,../data/NistFormatted/f1806_05.png,f1806_05.png,R,F,2
1201,../data/NistFormatted/f1202_09.png,f1202_09.png,L,F,1
2310,../data/NistFormatted/s0311_03.png,s0311_03.png,R,M,2
1063,../data/NistFormatted/f1064_06.png,f1064_06.png,W,M,4
1832,../data/NistFormatted/f1833_05.png,f1833_05.png,W,M,4
39,../data/NistFormatted/f0040_07.png,f0040_07.png,T,M,3
69,../data/NistFormatted/f0070_10.png,f0070_10.png,A,F,0
970,../data/NistFormatted/f0971_09.png,f0971_09.png,L,M,1
1441,../data/NistFormatted/f1442_07.png,f1442_07.png,T,M,3
344,../data/NistFormatted/f0345_05.png,f0345_05.png,R,M,2
3300,../data/NistFormatted/s1301_05.png,s1301_05.png,R,M,2
1812,../data/NistFormatted/f1813_08.png,f1813_08.png,A,F,0
2086,../data/NistFormatted/s0087_03.png,s0087_03.png,T,M,3
1391,../data/NistFormatted/f1392_10.png,f1392_10.png,L,M,1
3662,../data/NistFormatted/s1663_08.png,s1663_08.png,T,M,3
2911,../data/NistFormatted/s0912_02.png,s0912_02.png,T,M,3
3255,../data/NistFormatted/s1256_07.png,s1256_07.png,A,M,0
3654,../data/NistFormatted/s1655_07.png,s1655_07.png,A,M,0
1165,../data/NistFormatted/f1166_10.png,f1166_10.png,L,M,1
2016,../data/NistFormatted/s0017_06.png,s0017_06.png,L,M,1
3095,../data/NistFormatted/s1096_06.png,s1096_06.png,A,M,0
1501,../data/NistFormatted/f1502_04.png,f1502_04.png,T,M,3
888,../data/NistFormatted/f0889_04.png,f0889_04.png,A,M,0
2267,../data/NistFormatted/s0268_09.png,s0268_09.png,A,M,0
3991,../data/NistFormatted/s1992_01.png,s1992_01.png,R,M,2
2093,../data/NistFormatted/s0094_03.png,s0094_03.png,A,M,0
1123,../data/NistFormatted/f1124_05.png,f1124_05.png,R,M,2
2808,../data/NistFormatted/s0809_09.png,s0809_09.png,A,M,0
2933,../data/NistFormatted/s0934_10.png,s0934_10.png,L,M,1
2123,../data/NistFormatted/s0124_08.png,s0124_08.png,L,M,1
1677,../data/NistFormatted/f1678_06.png,f1678_06.png,L,M,1
1367,../data/NistFormatted/f1368_06.png,f1368_06.png,L,M,1
1082,../data/NistFormatted/f1083_02.png,f1083_02.png,T,M,3
3164,../data/NistFormatted/s1165_01.png,s1165_01.png,W,M,4
2685,../data/NistFormatted/s0686_10.png,s0686_10.png,L,M,1
3079,../data/NistFormatted/s1080_01.png,s1080_01.png,A,M,0
953,../data/NistFormatted/f0954_04.png,f0954_04.png,W,F,4
3537,../data/NistFormatted/s1538_04.png,s1538_04.png,R,M,2
978,../data/NistFormatted/f0979_01.png,f0979_01.png,A,F,0
2829,../data/NistFormatted/s0830_02.png,s0830_02.png,A,M,0
3775,../data/NistFormatted/s1776_09.png,s1776_09.png,W,M,4
2266,../data/NistFormatted/s0267_07.png,s0267_07.png,A,F,0
1351,../data/NistFormatted/f1352_08.png,f1352_08.png,L,M,1
948,../data/NistFormatted/f0949_04.png,f0949_04.png,R,M,2
998,../data/NistFormatted/f0999_07.png,f0999_07.png,L,F,1
244,../data/NistFormatted/f0245_07.png,f0245_07.png,W,M,4
1321,../data/NistFormatted/f1322_09.png,f1322_09.png,L,M,1
1001,../data/NistFormatted/f1002_06.png,f1002_06.png,L,M,1
738,../data/NistFormatted/f0739_05.png,f0739_05.png,T,M,3
1643,../data/NistFormatted/f1644_01.png,f1644_01.png,R,F,2
884,../data/NistFormatted/f0885_06.png,f0885_06.png,W,M,4
2038,../data/NistFormatted/s0039_03.png,s0039_03.png,T,M,3
2287,../data/NistFormatted/s0288_01.png,s0288_01.png,R,M,2
3401,../data/NistFormatted/s1402_04.png,s1402_04.png,R,M,2
788,../data/NistFormatted/f0789_03.png,f0789_03.png,T,M,3
1189,../data/NistFormatted/f1190_04.png,f1190_04.png,R,M,2
665,../data/NistFormatted/f0666_05.png,f0666_05.png,R,F,2
1194,../data/NistFormatted/f1195_01.png,f1195_01.png,R,F,2
3510,../data/NistFormatted/s1511_08.png,s1511_08.png,W,M,4
1930,../data/NistFormatted/f1931_01.png,f1931_01.png,T,M,3
1749,../data/NistFormatted/f1750_01.png,f1750_01.png,W,M,4
1401,../data/NistFormatted/f1402_04.png,f1402_04.png,R,M,2
607,../data/NistFormatted/f0608_01.png,f0608_01.png,R,M,2
3180,../data/NistFormatted/s1181_10.png,s1181_10.png,T,F,3
3848,../data/NistFormatted/s1849_02.png,s1849_02.png,A,M,0
3435,../data/NistFormatted/s1436_09.png,s1436_09.png,L,M,1
1068,../data/NistFormatted/f1069_09.png,f1069_09.png,W,M,4
848,../data/NistFormatted/f0849_04.png,f0849_04.png,A,F,0
744,../data/NistFormatted/f0745_03.png,f0745_03.png,A,M,0
1238,../data/NistFormatted/f1239_03.png,f1239_03.png,R,M,2
3073,../data/NistFormatted/s1074_04.png,s1074_04.png,T,M,3
3596,../data/NistFormatted/s1597_06.png,s1597_06.png,L,F,1
1278,../data/NistFormatted/f1279_08.png,f1279_08.png,W,M,4
967,../data/NistFormatted/f0968_10.png,f0968_10.png,L,M,1
57,../data/NistFormatted/f0058_10.png,f0058_10.png,A,M,0
2703,../data/NistFormatted/s0704_05.png,s0704_05.png,R,M,2
2694,../data/NistFormatted/s0695_05.png,s0695_05.png,A,M,0
2058,../data/NistFormatted/s0059_02.png,s0059_02.png,A,M,0
1030,../data/NistFormatted/f1031_07.png,f1031_07.png,T,F,3
495,../data/NistFormatted/f0496_03.png,f0496_03.png,T,M,3
17,../data/NistFormatted/f0018_08.png,f0018_08.png,A,F,0
150,../data/NistFormatted/f0151_06.png,f0151_06.png,A,F,0
2859,../data/NistFormatted/s0860_07.png,s0860_07.png,W,M,4
1742,../data/NistFormatted/f1743_08.png,f1743_08.png,A,M,0
972,../data/NistFormatted/f0973_05.png,f0973_05.png,R,M,2
190,../data/NistFormatted/f0191_06.png,f0191_06.png,L,M,1
2363,../data/NistFormatted/s0364_03.png,s0364_03.png,A,F,0
956,../data/NistFormatted/f0957_03.png,f0957_03.png,A,M,0
900,../data/NistFormatted/f0901_09.png,f0901_09.png,L,M,1
2075,../data/NistFormatted/s0076_07.png,s0076_07.png,T,F,3
440,../data/NistFormatted/f0441_10.png,f0441_10.png,A,M,0
2668,../data/NistFormatted/s0669_01.png,s0669_01.png,R,M,2
44,../data/NistFormatted/f0045_06.png,f0045_06.png,L,M,1
1280,../data/NistFormatted/f1281_08.png,f1281_08.png,A,F,0
36,../data/NistFormatted/f0037_06.png,f0037_06.png,W,M,4
3675,../data/NistFormatted/s1676_09.png,s1676_09.png,L,M,1
1897,../data/NistFormatted/f1898_05.png,f1898_05.png,W,M,4
2022,../data/NistFormatted/s0023_04.png,s0023_04.png,R,M,2
3605,../data/NistFormatted/s1606_03.png,s1606_03.png,T,F,3
2804,../data/NistFormatted/s0805_01.png,s0805_01.png,R,M,2
97,../data/NistFormatted/f0098_07.png,f0098_07.png,A,M,0
3288,../data/NistFormatted/s1289_09.png,s1289_09.png,W,M,4
1466,../data/NistFormatted/f1467_09.png,f1467_09.png,W,M,4
2883,../data/NistFormatted/s0884_03.png,s0884_03.png,T,M,3
1341,../data/NistFormatted/f1342_03.png,f1342_03.png,R,M,2
2767,../data/NistFormatted/s0768_09.png,s0768_09.png,W,M,4
750,../data/NistFormatted/f0751_08.png,f0751_08.png,L,M,1
3980,../data/NistFormatted/s1981_08.png,s1981_08.png,A,M,0
3185,../data/NistFormatted/s1186_07.png,s1186_07.png,T,M,3
468,../data/NistFormatted/f0469_07.png,f0469_07.png,T,F,3
2407,../data/NistFormatted/s0408_01.png,s0408_01.png,W,M,4
447,../data/NistFormatted/f0448_03.png,f0448_03.png,W,M,4
2952,../data/NistFormatted/s0953_09.png,s0953_09.png,W,M,4
3294,../data/NistFormatted/s1295_07.png,s1295_07.png,L,M,1
1862,../data/NistFormatted/f1863_04.png,f1863_04.png,W,M,4
3914,../data/NistFormatted/s1915_07.png,s1915_07.png,W,M,4
761,../data/NistFormatted/f0762_06.png,f0762_06.png,A,F,0
1207,../data/NistFormatted/f1208_07.png,f1208_07.png,W,M,4
897,../data/NistFormatted/f0898_07.png,f0898_07.png,A,F,0
880,../data/NistFormatted/f0881_01.png,f0881_01.png,W,M,4
20,../data/NistFormatted/f0021_07.png,f0021_07.png,T,M,3
1467,../data/NistFormatted/f1468_09.png,f1468_09.png,A,M,0
1226,../data/NistFormatted/f1227_01.png,f1227_01.png,A,M,0
3389,../data/NistFormatted/s1390_07.png,s1390_07.png,L,M,1
2039,../data/NistFormatted/s0040_07.png,s0040_07.png,T,M,3
3141,../data/NistFormatted/s1142_03.png,s1142_03.png,T,M,3
2427,../data/NistFormatted/s0428_09.png,s0428_09.png,W,M,4
3388,../data/NistFormatted/s1389_08.png,s1389_08.png,L,F,1
3000,../data/NistFormatted/s1001_05.png,s1001_05.png,T,M,3
214,../data/NistFormatted/f0215_01.png,f0215_01.png,A,F,0
3030,../data/NistFormatted/s1031_07.png,s1031_07.png,T,F,3
2591,../data/NistFormatted/s0592_10.png,s0592_10.png,A,M,0
353,../data/NistFormatted/f0354_05.png,f0354_05.png,R,F,2
1563,../data/NistFormatted/f1564_05.png,f1564_05.png,R,M,2
974,../data/NistFormatted/f0975_04.png,f0975_04.png,W,M,4
3922,../data/NistFormatted/s1923_06.png,s1923_06.png,A,M,0
3215,../data/NistFormatted/s1216_10.png,s1216_10.png,L,M,1
2710,../data/NistFormatted/s0711_08.png,s0711_08.png,A,M,0
3503,../data/NistFormatted/s1504_10.png,s1504_10.png,L,M,1
736,../data/NistFormatted/f0737_07.png,f0737_07.png,W,M,4
3237,../data/NistFormatted/s1238_09.png,s1238_09.png,L,M,1
3230,../data/NistFormatted/s1231_10.png,s1231_10.png,L,M,1
1070,../data/NistFormatted/f1071_08.png,f1071_08.png,A,M,0
411,../data/NistFormatted/f0412_07.png,f0412_07.png,W,M,4
316,../data/NistFormatted/f0317_05.png,f0317_05.png,R,F,2
1607,../data/NistFormatted/f1608_01.png,f1608_01.png,R,M,2
3889,../data/NistFormatted/s1890_01.png,s1890_01.png,R,M,2
1904,../data/NistFormatted/f1905_08.png,f1905_08.png,T,M,3
2651,../data/NistFormatted/s0652_05.png,s0652_05.png,R,F,2
320,../data/NistFormatted/f0321_05.png,f0321_05.png,T,F,3
1454,../data/NistFormatted/f1455_03.png,f1455_03.png,T,M,3
999,../data/NistFormatted/f1000_07.png,f1000_07.png,T,F,3
2419,../data/NistFormatted/s0420_09.png,s0420_09.png,L,M,1
2790,../data/NistFormatted/s0791_03.png,s0791_03.png,A,M,0
1471,../data/NistFormatted/f1472_08.png,f1472_08.png,T,M,3
3719,../data/NistFormatted/s1720_07.png,s1720_07.png,A,F,0
3760,../data/NistFormatted/s1761_09.png,s1761_09.png,L,M,1
389,../data/NistFormatted/f0390_09.png,f0390_09.png,W,M,4
120,../data/NistFormatted/f0121_07.png,f0121_07.png,A,F,0
2813,../data/NistFormatted/s0814_01.png,s0814_01.png,W,M,4
2455,../data/NistFormatted/s0456_06.png,s0456_06.png,T,M,3
1591,../data/NistFormatted/f1592_02.png,f1592_02.png,T,M,3
2211,../data/NistFormatted/s0212_04.png,s0212_04.png,R,F,2
40,../data/NistFormatted/f0041_09.png,f0041_09.png,L,M,1
2210,../data/NistFormatted/s0211_09.png,s0211_09.png,L,F,1
87,../data/NistFormatted/f0088_02.png,f0088_02.png,A,M,0
2438,../data/NistFormatted/s0439_02.png,s0439_02.png,T,M,3
3504,../data/NistFormatted/s1505_10.png,s1505_10.png,L,M,1
3050,../data/NistFormatted/s1051_06.png,s1051_06.png,W,M,4
981,../data/NistFormatted/f0982_02.png,f0982_02.png,A,M,0
2443,../data/NistFormatted/s0444_03.png,s0444_03.png,A,M,0
1452,../data/NistFormatted/f1453_07.png,f1453_07.png,W,M,4
2483,../data/NistFormatted/s0484_05.png,s0484_05.png,A,M,0
3533,../data/NistFormatted/s1534_05.png,s1534_05.png,A,F,0
3404,../data/NistFormatted/s1405_07.png,s1405_07.png,T,M,3
2875,../data/NistFormatted/s0876_04.png,s0876_04.png,R,M,2
2950,../data/NistFormatted/s0951_07.png,s0951_07.png,T,M,3
1854,../data/NistFormatted/f1855_02.png,f1855_02.png,A,M,0
3113,../data/NistFormatted/s1114_06.png,s1114_06.png,W,M,4
1887,../data/NistFormatted/f1888_05.png,f1888_05.png,A,M,0
987,../data/NistFormatted/f0988_04.png,f0988_04.png,W,M,4
2711,../data/NistFormatted/s0712_02.png,s0712_02.png,A,M,0
2458,../data/NistFormatted/s0459_05.png,s0459_05.png,R,F,2
1706,../data/NistFormatted/f1707_02.png,f1707_02.png,T,M,3
3399,../data/NistFormatted/s1400_01.png,s1400_01.png,R,M,2
1778,../data/NistFormatted/f1779_07.png,f1779_07.png,A,F,0
2496,../data/NistFormatted/s0497_05.png,s0497_05.png,R,M,2
3911,../data/NistFormatted/s1912_02.png,s1912_02.png,W,M,4
1456,../data/NistFormatted/f1457_09.png,f1457_09.png,W,M,4
2938,../data/NistFormatted/s0939_03.png,s0939_03.png,A,M,0
202,../data/NistFormatted/f0203_10.png,f0203_10.png,L,M,1
1002,../data/NistFormatted/f1003_04.png,f1003_04.png,T,M,3
1327,../data/NistFormatted/f1328_01.png,f1328_01.png,R,F,2
3872,../data/NistFormatted/s1873_05.png,s1873_05.png,R,M,2
2129,../data/NistFormatted/s0130_02.png,s0130_02.png,W,M,4
537,../data/NistFormatted/f0538_07.png,f0538_07.png,A,M,0
3702,../data/NistFormatted/s1703_01.png,s1703_01.png,W,M,4
2781,../data/NistFormatted/s0782_10.png,s0782_10.png,L,M,1
431,../data/NistFormatted/f0432_06.png,f0432_06.png,L,M,1
348,../data/NistFormatted/f0349_09.png,f0349_09.png,A,M,0
3644,../data/NistFormatted/s1645_06.png,s1645_06.png,L,M,1
2023,../data/NistFormatted/s0024_06.png,s0024_06.png,W,M,4
673,../data/NistFormatted/f0674_04.png,f0674_04.png,T,M,3
1724,../data/NistFormatted/f1725_02.png,f1725_02.png,T,M,3
1261,../data/NistFormatted/f1262_01.png,f1262_01.png,W,M,4
3541,../data/NistFormatted/s1542_06.png,s1542_06.png,W,M,4
3205,../data/NistFormatted/s1206_02.png,s1206_02.png,T,M,3
3450,../data/NistFormatted/s1451_06.png,s1451_06.png,L,F,1
2100,../data/NistFormatted/s0101_07.png,s0101_07.png,W,M,4
3602,../data/NistFormatted/s1603_08.png,s1603_08.png,T,F,3
527,../data/NistFormatted/f0528_03.png,f0528_03.png,R,M,2
3241,../data/NistFormatted/s1242_08.png,s1242_08.png,T,M,3
3621,../data/NistFormatted/s1622_07.png,s1622_07.png,L,M,1
3954,../data/NistFormatted/s1955_08.png,s1955_08.png,T,F,3
82,../data/NistFormatted/f0083_04.png,f0083_04.png,R,M,2
3373,../data/NistFormatted/s1374_04.png,s1374_04.png,W,M,4
741,../data/NistFormatted/f0742_07.png,f0742_07.png,T,F,3
3862,../data/NistFormatted/s1863_04.png,s1863_04.png,W,M,4
1087,../data/NistFormatted/f1088_03.png,f1088_03.png,T,F,3
1263,../data/NistFormatted/f1264_05.png,f1264_05.png,R,M,2
3834,../data/NistFormatted/s1835_02.png,s1835_02.png,T,M,3
912,../data/NistFormatted/f0913_07.png,f0913_07.png,T,M,3
634,../data/NistFormatted/f0635_10.png,f0635_10.png,T,M,3
211,../data/NistFormatted/f0212_04.png,f0212_04.png,R,F,2
121,../data/NistFormatted/f0122_03.png,f0122_03.png,T,M,3
3583,../data/NistFormatted/s1584_03.png,s1584_03.png,T,M,3
674,../data/NistFormatted/f0675_01.png,f0675_01.png,R,M,2
896,../data/NistFormatted/f0897_08.png,f0897_08.png,T,F,3
2218,../data/NistFormatted/s0219_10.png,s0219_10.png,W,M,4
279,../data/NistFormatted/f0280_02.png,f0280_02.png,T,M,3
1559,../data/NistFormatted/f1560_02.png,f1560_02.png,T,M,3
807,../data/NistFormatted/f0808_07.png,f0808_07.png,L,M,1
2413,../data/NistFormatted/s0414_01.png,s0414_01.png,R,M,2
2771,../data/NistFormatted/s0772_09.png,s0772_09.png,W,M,4
2581,../data/NistFormatted/s0582_10.png,s0582_10.png,W,M,4
2787,../data/NistFormatted/s0788_09.png,s0788_09.png,W,F,4
385,../data/NistFormatted/f0386_02.png,f0386_02.png,T,M,3
1758,../data/NistFormatted/f1759_09.png,f1759_09.png,T,M,3
2897,../data/NistFormatted/s0898_07.png,s0898_07.png,A,F,0
1071,../data/NistFormatted/f1072_06.png,f1072_06.png,L,M,1
221,../data/NistFormatted/f0222_03.png,f0222_03.png,T,M,3
2802,../data/NistFormatted/s0803_09.png,s0803_09.png,L,M,1
384,../data/NistFormatted/f0385_07.png,f0385_07.png,W,M,4
2893,../data/NistFormatted/s0894_06.png,s0894_06.png,T,M,3
3194,../data/NistFormatted/s1195_01.png,s1195_01.png,R,F,2
2589,../data/NistFormatted/s0590_08.png,s0590_08.png,L,M,1
2842,../data/NistFormatted/s0843_05.png,s0843_05.png,R,M,2
523,../data/NistFormatted/f0524_03.png,f0524_03.png,R,M,2
286,../data/NistFormatted/f0287_07.png,f0287_07.png,T,M,3
79,../data/NistFormatted/f0080_09.png,f0080_09.png,L,M,1
1774,../data/NistFormatted/f1775_10.png,f1775_10.png,W,M,4
3629,../data/NistFormatted/s1630_05.png,s1630_05.png,R,M,2
2206,../data/NistFormatted/s0207_05.png,s0207_05.png,R,M,2
3160,../data/NistFormatted/s1161_01.png,s1161_01.png,A,M,0
2637,../data/NistFormatted/s0638_05.png,s0638_05.png,R,F,2
2867,../data/NistFormatted/s0868_07.png,s0868_07.png,T,F,3
2328,../data/NistFormatted/s0329_09.png,s0329_09.png,L,M,1
898,../data/NistFormatted/f0899_05.png,f0899_05.png,R,M,2
258,../data/NistFormatted/f0259_10.png,f0259_10.png,A,M,0
1869,../data/NistFormatted/f1870_02.png,f1870_02.png,T,M,3
1089,../data/NistFormatted/f1090_08.png,f1090_08.png,T,M,3
1499,../data/NistFormatted/f1500_07.png,f1500_07.png,A,M,0
186,../data/NistFormatted/f0187_08.png,f0187_08.png,T,M,3
2695,../data/NistFormatted/s0696_07.png,s0696_07.png,T,F,3
180,../data/NistFormatted/f0181_09.png,f0181_09.png,L,M,1
3301,../data/NistFormatted/s1302_02.png,s1302_02.png,W,M,4
3996,../data/NistFormatted/s1997_04.png,s1997_04.png,A,M,0
1096,../data/NistFormatted/f1097_09.png,f1097_09.png,W,M,4
181,../data/NistFormatted/f0182_10.png,f0182_10.png,L,M,1
2144,../data/NistFormatted/s0145_10.png,s0145_10.png,A,M,0
3973,../data/NistFormatted/s1974_09.png,s1974_09.png,L,M,1
1793,../data/NistFormatted/f1794_08.png,f1794_08.png,R,M,2
2772,../data/NistFormatted/s0773_10.png,s0773_10.png,L,M,1
3039,../data/NistFormatted/s1040_01.png,s1040_01.png,W,M,4
2816,../data/NistFormatted/s0817_04.png,s0817_04.png,R,M,2
3029,../data/NistFormatted/s1030_06.png,s1030_06.png,A,M,0
2769,../data/NistFormatted/s0770_10.png,s0770_10.png,A,M,0
3569,../data/NistFormatted/s1570_09.png,s1570_09.png,L,M,1
3925,../data/NistFormatted/s1926_05.png,s1926_05.png,W,M,4
371,../data/NistFormatted/f0372_07.png,f0372_07.png,R,M,2
2412,../data/NistFormatted/s0413_01.png,s0413_01.png,R,F,2
1405,../data/NistFormatted/f1406_03.png,f1406_03.png,T,F,3
3336,../data/NistFormatted/s1337_02.png,s1337_02.png,A,F,0
677,../data/NistFormatted/f0678_05.png,f0678_05.png,R,M,2
1848,../data/NistFormatted/f1849_02.png,f1849_02.png,A,M,0
1440,../data/NistFormatted/f1441_02.png,f1441_02.png,R,M,2
1056,../data/NistFormatted/f1057_06.png,f1057_06.png,W,M,4
991,../data/NistFormatted/f0992_09.png,f0992_09.png,L,M,1
512,../data/NistFormatted/f0513_07.png,f0513_07.png,T,M,3
1927,../data/NistFormatted/f1928_02.png,f1928_02.png,T,M,3
735,../data/NistFormatted/f0736_08.png,f0736_08.png,A,M,0
439,../data/NistFormatted/f0440_08.png,f0440_08.png,W,F,4
3427,../data/NistFormatted/s1428_07.png,s1428_07.png,A,M,0
3120,../data/NistFormatted/s1121_07.png,s1121_07.png,A,M,0
2055,../data/NistFormatted/s0056_04.png,s0056_04.png,T,M,3
355,../data/NistFormatted/f0356_02.png,f0356_02.png,W,M,4
1117,../data/NistFormatted/f1118_02.png,f1118_02.png,L,M,1
2874,../data/NistFormatted/s0875_02.png,s0875_02.png,A,F,0
2351,../data/NistFormatted/s0352_09.png,s0352_09.png,L,M,1
3473,../data/NistFormatted/s1474_04.png,s1474_04.png,R,M,2
